,text,class
21964,jabier,1
21965,amparano,3
21966,guinto,3
21967,prisciliano,1
21968,maria rayo,2
21969,pasion,3
21970,sapien,3
21971,j agustin,1
21972,trivera,3
21973,farrera,3
21974,edgar ernesto,1
21975,judith alejandra,2
21976,sabino,3
21977,mirna beatriz,2
21978,beas,3
21979,pachuca,3
21980,elder,1
21981,maria hortensia,2
21982,zoloeta,3
21983,orenda,3
21984,ma monica,2
21985,toca,3
21986,cynthia,2
21987,de la peña,3
21988,cual es,0
21989,credito,0
21990,jesus reynaldo,1
21991,pedro humberto,1
21992,pouchoulen,3
21993,cobo,3
21994,sagrario guadalupe,2
21995,ma jesus,2
21996,mexico,0
21997,castano,3
21998,rabelo,3
21999,gustavo salvador,1
22000,de la mora,3
22001,ligorio,1
22002,erika leticia,2
22003,puac,3
22004,irasema guadalupe,2
22005,jose moises,1
22006,el score minimo,0
22007,lourdes adriana,2
22008,cruz alejandro,1
22009,correo,0
22010,mildred guadalupe,2
22011,uch,3
22012,diana leticia,2
22013,suchil,3
22014,olga gabriela,2
22015,llene todos los,0
22016,jose juan manuel,1
22017,elvia josefina,2
22018,martin noe,1
22019,juan abel,1
22020,monteverde,3
22021,que me,0
22022,ocaña,3
22023,claudia yolanda,2
22024,la plataforma,0
22025,elsy noemi,2
22026,boone,3
22027,jesus moises,1
22028,casango,3
22029,roberto aurelio,1
22030,diana marcela,2
22031,tengo la,0
22032,san martin,3
22033,farjat,3
22034,betto,3
22035,agueda,2
22036,ermelinda,2
22037,claudia nayeli,2
22038,si mi banco,0
22039,tasa resulta mas,0
22040,sofia adriana,2
22041,alicia eugenia,2
22042,arianna,2
22043,ivan armando,1
22044,lievano,3
22045,agonizante,3
22046,traves de prestadero,0
22047,jessica georgina,2
22048,sandra,2
22049,juan javier,1
22050,rita alicia,2
22051,robaldino,3
22052,guadalupe esther,2
22053,sergio ivan,1
22054,nora delia,2
22055,ma alejandrina,2
22056,pedro,2
22057,escarraman,3
22058,mazariegos,3
22059,christian nallely,2
22060,omegar,1
22061,ruben de jesus,1
22062,eufrasia,2
22063,mario ulises,1
22064,jenny guadalupe,2
22065,guerrero,3
22066,uresti,3
22067,juan pablo,1
22068,jorge guillermo,1
22069,edgar eleazar,1
22070,lorena del rosario,2
22071,juaquin,1
22072,martha mayela,2
22073,luis mariano,1
22074,vicens,3
22075,judith yolanda,2
22076,beatriz del rosario,2
22077,eddie,1
22078,mario arturo,1
22079,mayra areli,2
22080,hervey,1
22081,sonora,3
22082,maria erica,2
22083,graciano,1
22084,made los angeles,2
22085,reynoso,3
22086,torices,3
22087,carmen mayela,2
22088,si estoy,0
22089,jose ventura,1
22090,nelson,1
22091,sil,3
22092,crescenciano,1
22093,jose melchor,1
22094,mi,0
22095,artemiza,2
22096,aristea,2
22097,la,0
22098,espriella,3
22099,vicencio,1
22100,claudia argelia,2
22101,se tienen,0
22102,banco es el,0
22103,adanely,2
22104,cutiño,3
22105,wilfredo,1
22106,flor alicia,2
22107,francisco alonso,1
22108,rosa elba,2
22109,luis gonzalo,1
22110,cigarroa,3
22111,alvaro antonio,1
22112,claudia monserrat,2
22113,roselino,1
22114,clara,2
22115,susana alejandra,2
22116,betzabe,2
22117,apolinar,3
22118,j david,1
22119,isolina,2
22120,prestamo puedo,0
22121,manuel andres,1
22122,marcial,3
22123,karla paulina,2
22124,alejandro de jesus,1
22125,nancy jazmin,2
22126,jose apolinar,1
22127,olivos,3
22128,avalos,3
22129,xochitl del carmen,2
22130,miam,3
22131,rosario de los angeles,2
22132,los,0
22133,huipio,3
22134,cleofas,2
22135,maria esther,2
22136,maria reyes,2
22137,karla janeth,2
22138,es necesario ingresar,0
22139,xicum,3
22140,karina de jesus,2
22141,lilia leticia,2
22142,frine,2
22143,degales,3
22144,perla guadalupe,2
22145,ustedes,0
22146,que se,0
22147,leandro,1
22148,yazmin berenice,2
22149,juana leticia,2
22150,guadalupe antonio,1
22151,mas entrar,0
22152,efren antonio,1
22153,benita,2
22154,portillo,3
22155,justo,3
22156,gines,3
22157,flor aide,2
22158,cuestas,3
22159,tena,3
22160,podria proporcionarme,0
22161,weber,3
22162,hacer,0
22163,carmen amelia,2
22164,erika janet,2
22165,paredez,3
22166,que los,0
22167,gollaz,3
22168,reynaga,3
22169,quiero hablar con,0
22170,stirk,3
22171,quiero,0
22172,santa cruz,1
22173,terres,3
22174,higueldo,3
22175,manuel rafael,1
22176,palagot,3
22177,antaño,3
22178,rechaza mis comprobantes,0
22179,angel armando,1
22180,jose alonso,1
22181,rutilio,1
22182,es ban,0
22183,olga lid,2
22184,borquez,3
22185,claudia xochitl,2
22186,mireyda,2
22187,saul javier,1
22188,jorge hilario,1
22189,juana del rosario,2
22190,severino,1
22191,ruben octavio,1
22192,bustamante,3
22193,zulma,2
22194,maria del jesus,2
22195,maria celsa,2
22196,shunashi,2
22197,el credito,0
22198,alma velia,2
22199,vicente eduardo,1
22200,amada guadalupe,2
22201,rogelio alberto,1
22202,carla adriana,2
22203,gustavo antonio,1
22204,jose leopoldo,1
22205,tiempos,3
22206,delia yadira,2
22207,goycoolea,3
22208,alina,2
22209,hugo ivan,1
22210,antonia de jesus,2
22211,jose marcelino,1
22212,martha xochitl,2
22213,blanca mireya,2
22214,eutimio,1
22215,susana araceli,2
22216,ramires,3
22217,en,0
22218,montane,3
22219,hugo antonio,1
22220,amado,1
22221,amalia isabel,2
22222,que opcion,0
22223,arras,3
22224,joel de jesus,1
22225,abitia,3
22226,betancurt,3
22227,mesta,3
22228,maria silvia,2
22229,graciana,2
22230,estados,0
22231,ingram,3
22232,olidia,2
22233,maria de la caridad,2
22234,alberto esteban,1
22235,yerania,2
22236,jose de je,1
22237,dondepuedohacer eltramite,0
22238,rosa ma,2
22239,matilde,1
22240,lucia de jesus,2
22241,sedas,3
22242,cristina lorena,2
22243,juan erasmo,1
22244,de,0
22245,den de baja,0
22246,saab,3
22247,karina concepcion,2
22248,daniel angel,1
22249,refugia,2
22250,maria is,2
22251,noemi angelica,2
22252,adaly,2
22253,leonel de jesus,1
22254,matias,3
22255,sonia idalia,2
22256,felix daniel,1
22257,vivar,3
22258,martha p,2
22259,lazgare,3
22260,reyna leticia,2
22261,leyber,1
22262,orantes,3
22263,pablo saul,1
22264,edmundo gerardo,1
22265,croda,3
22266,ubalda,2
22267,cayetano,1
22268,sonia trinidad,2
22269,mirna gabriela,2
22270,isabel ma,2
22271,diana georgina,2
22272,nora laura,2
22273,ferniza,3
22274,proporcionando unicamente,0
22275,argaez,3
22276,contraseña,0
22277,jesus augusto,1
22278,isaias rafael,1
22279,colloy,3
22280,elsy beatriz,2
22281,jose alberto,1
22282,el,0
22283,mayra de jesus,2
22284,moyado,3
22285,teresa yolanda,2
22286,jesus miguel,1
22287,jaime alberto,1
22288,brenda fabiola,2
22289,pacab,3
22290,raquel alejandra,2
22291,jalpa,3
22292,de,0
22293,francisco fernando,1
22294,proceso,0
22295,arcia,3
22296,joachin,3
22297,pitol,3
22298,lujano,3
22299,gladys yadira,2
22300,arturo javier,1
22301,leyja,3
22302,rosa haydee,2
22303,mercedes fabiola,2
22304,jose dagoberto,1
22305,maria del ro,2
22306,maria barbara,2
22307,sergio alfonso,1
22308,valladarez,3
22309,blanca olivia,2
22310,fermin antonio,1
22311,blanca estrella,2
22312,yeni elizabeth,2
22313,muniz,3
22314,ma ignacia,2
22315,moncada,3
22316,mirna magdalena,2
22317,chamorro,3
22318,costa,3
22319,mis ingresos,0
22320,guardado,3
22321,jose rito,1
22322,roosevelt,1
22323,ocaño,3
22324,merida,3
22325,nora concepcion,2
22326,madariaga,3
22327,paris,1
22328,iliana elizabeth,2
22329,hubel,1
22330,enrique,3
22331,monfil,3
22332,juan lucio,1
22333,lucia del carmen,2
22334,rafael de jesus,1
22335,pedrin,3
22336,cinthya guadalupe,2
22337,terreros,3
22338,nelli,2
22339,aureliano,1
22340,alilio,3
22341,aguiar,3
22342,puedo solicitar un,0
22343,un prestamo,0
22344,bersoza,3
22345,hugo gerardo,1
22346,eva martha,2
22347,alba,2
22348,esquivel,3
22349,clara beatriz,2
22350,pide,0
22351,juana isela,2
22352,rodolfo javier,1
22353,saul alejandro,1
22354,erika araceli,2
22355,juana de los angeles,2
22356,mario sebastian,1
22357,como,0
22358,lecona,3
22359,yolanda teresa,2
22360,maria elia,2
22361,anamaria,2
22362,marion,2
22363,oscar jose,1
22364,luis enriq,1
22365,marino,1
22366,ahumada,3
22367,bomaye,3
22368,elba esther,2
22369,adelaydo,1
22370,jose federico,1
22371,j ascencion,1
22372,amador,3
22373,francisco xavier,1
22374,blanca alejandra,2
22375,gorocica,3
22376,es que,0
22377,flora margarita,2
22378,luz amparo,2
22379,martha lourdes,2
22380,peñate,3
22381,xochipiltecatl,3
22382,lorenzo de jesus,1
22383,mario antonio,1
22384,olga lidya,2
22385,juana rosa,2
22386,juan rene,1
22387,juan braulio,1
22388,odette,2
22389,martha isela,2
22390,alma lucila,2
22391,jose librado,1
22392,crespo,3
22393,diana edith,2
22394,maritza alejandra,2
22395,nestor jose,1
22396,yazmin angelica,2
22397,didier,1
22398,maria victori,2
22399,tengo,0
22400,clara elena,2
22401,ana evelyn,2
22402,ena maria,2
22403,sergio guadalupe,1
22404,adelfa,2
22405,silvia viridiana,2
22406,rosa esmeralda,2
22407,manuel guillermo,1
22408,mariche,3
22409,karla cecilia,2
22410,jorge martin,1
22411,ana ivette,2
22412,daisy,2
22413,plutarco,1
22414,avitia,3
22415,blanquel,3
22416,casillas,3
22417,jacquelin,2
22418,depende,0
22419,beatriz estela,2
22420,wilian,1
22421,mulato,3
22422,un prestamo,0
22423,sandra gabriela,2
22424,fue,0
22425,denis,2
22426,se tiene,0
22427,luis saul,1
22428,necesito pesos,0
22429,alma francisca,2
22430,petrita,2
22431,tut,3
22432,todd,3
22433,iturriaga,3
22434,aide guadalupe,2
22435,eliut,1
22436,segueda,3
22437,carreno,3
22438,elia isabel,2
22439,laura,2
22440,martir,3
22441,autorizar un,0
22442,cerros,3
22443,rocio maricela,2
22444,rosa herminia,2
22445,norma nohemi,2
22446,requisitos para,0
22447,yolanda patricia,2
22448,julia patricia,2
22449,filogonia,2
22450,abonar,0
22451,peto,3
22452,comparan,3
22453,flor karina,2
22454,solicitar mi,0
22455,karla ivett,2
22456,jose eulogio,1
22457,nancy soledad,2
22458,puedo pedir dinero,0
22459,dalia guadalupe,2
22460,no hay,0
22461,ayme,2
22462,ivan vladimir,1
22463,alguien,0
22464,idulia,2
22465,laurencio,1
22466,favila,3
22467,harris,3
22468,amaranta,2
22469,cermeño,3
22470,sus oficinas,0
22471,borja,3
22472,piñon,3
22473,elva rosa,2
22474,momox,3
22475,maria patricia,2
22476,fabela,3
22477,cal y mayor,3
22478,melvin,1
22479,dolores del socorro,2
22480,zaldivar,3
22481,luz patricia,2
22482,que,0
22483,nora elba,2
22484,juana gabriela,2
22485,adrian fernando,1
22486,estado,0
22487,olvido,2
22488,martha berenice,2
22489,a,0
22490,mirabal,3
22491,zariñana,3
22492,celdo,3
22493,de cuando,0
22494,gloria esmeralda,2
22495,blanca amalia,2
22496,sara carolina,2
22497,j rafael,1
22498,mazon,3
22499,arnulfa,2
22500,fercano,3
22501,patricia m,2
22502,manuel rodrigo,1
22503,cruz alejandra,2
22504,maria ruth,2
22505,guillermina margarita,2
22506,prestar,0
22507,no puedo mandar,0
22508,gladis guadalupe,2
22509,noe guadalupe,1
22510,archundia,3
22511,sanabia,3
22512,yara,2
22513,charrez,3
22514,percastegui,3
22515,andres guadalupe,1
22516,yadira esmeralda,2
22517,claudia maritza,2
22518,selene berenice,2
22519,xoyatla,3
22520,jorge ignacio,1
22521,como usar,0
22522,claudia patri,2
22523,luevano,3
22524,guicho,3
22525,chavoya,3
22526,victor abel,1
22527,cuales son,0
22528,sergio rene,1
22529,calzadillas,3
22530,gorrochotegui,3
22531,primo,1
22532,noemy,2
22533,prior,3
22534,maria mayela,2
22535,coj,3
22536,comprobante,0
22537,el credito,0
22538,un,0
22539,socorro del rosario,2
22540,juan sebastian,1
22541,juana magdalena,2
22542,donde,0
22543,wendy selene,2
22544,yen,3
22545,aparece cual es,0
22546,cortinez,3
22547,ceseña,3
22548,ma alejandra,2
22549,madeleyne,2
22550,dillarza,3
22551,rabago,3
22552,maria loreto,2
22553,fuertes,3
22554,que,0
22555,sofia guadalupe,2
22556,gloria araceli,2
22557,santo,1
22558,elvia,3
22559,tania yazmin,2
22560,que,0
22561,ma ignacia,2
22562,nah,3
22563,y mendoza,3
22564,hector alejandro,1
22565,julia guadalupe,2
22566,que estar,0
22567,lea,2
22568,jocabed,2
22569,maria ernestina,2
22570,tecolapa,3
22571,felipe javier,1
22572,heriberta,2
22573,gema elizabeth,2
22574,loo,3
22575,pasten,3
22576,tepole,3
22577,olga georgina,2
22578,laura marina,2
22579,medel,3
22580,gante,3
22581,adriana de,2
22582,lucia cristina,2
22583,sabino,1
22584,delia guadalupe,2
22585,oscar efrain,1
22586,edith gabriela,2
22587,nomina,0
22588,elpidio,1
22589,victor rafael,1
22590,protegen,0
22591,yolanda cecilia,2
22592,alvaro jesus,1
22593,susana margarita,2
22594,manuel enrique,1
22595,arbez,3
22596,rosario elizabeth,2
22597,saraid,2
22598,gabriela esmeralda,2
22599,graciela esther,2
22600,carlos andres,1
22601,yenifer,2
22602,ma lina,2
22603,cuamea,3
22604,manuela elizabeth,2
22605,ruth judith,2
22606,ubaldina,2
22607,martha erika,2
22608,becerril,3
22609,vilchiz,3
22610,puedo registrar,0
22611,j natividad,1
22612,flavio antonio,1
22613,salvador,2
22614,enrique alfonso,1
22615,silvia lizeth,2
22616,lorena adriana,2
22617,cuenta,0
22618,filemon,1
22619,hipolito,3
22620,cutberto,1
22621,nely,2
22622,abiel,1
22623,analilia,2
22624,miguel elias,1
22625,couder,3
22626,modesto,3
22627,trancoso,3
22628,clavijo,3
22629,valdeolivar,3
22630,balcon,3
22631,villafan,3
22632,deben ser mis,0
22633,cahuantzi,3
22634,ma idalia,2
22635,ehuan,3
22636,desampedro,3
22637,santi,3
22638,eufracio,1
22639,dioselina,2
22640,nicte,2
22641,diana olivia,2
22642,yuca,3
22643,yolimea,3
22644,huezo,3
22645,jose valdemar,1
22646,maria cristin,2
22647,adali,2
22648,cruz delia,2
22649,eugenia maria,2
22650,atanasio,1
22651,patricia,3
22652,maria teresa guadalu,2
22653,a mi,0
22654,cantoran,3
22655,jose ivan,1
22656,pedro david,1
22657,jesus armando,1
22658,de ser,0
22659,tereso,1
22660,juan nicolas,1
22661,lucrecio,3
22662,mateos,3
22663,karla sarai,2
22664,dragustinovis,3
22665,veronica silvia,2
22666,francisco alejandro,1
22667,puedo,0
22668,ivan de jesus,1
22669,cesar luis,1
22670,baez,3
22671,isabel,3
22672,olayo,3
22673,alma josefina,2
22674,luisa del carmen,2
22675,velador,3
22676,nores,3
22677,kuk,3
22678,angel jesus,1
22679,prestamo,0
22680,herendira,2
22681,delia josefina,2
22682,diocelina,2
22683,jessica berenice,2
22684,maria de los ange,2
22685,deble,3
22686,rechy,3
22687,blanca elvira,2
22688,beatriz ad,2
22689,mi,0
22690,llamar al numero,0
22691,independiente y no,0
22692,monica raquel,2
22693,oscar daniel,1
22694,santoscoy,3
22695,pillado,3
22696,ma pilar,2
22697,federica,2
22698,luis felipe,1
22699,lindero,3
22700,aida luz,2
22701,de la palma,3
22702,elvia aurora,2
22703,jose arturo,1
22704,me faltan los,0
22705,atlatenco,3
22706,idali,2
22707,rosa magdalena,2
22708,claudia zulema,2
22709,sortillon,3
22710,abundes,3
22711,gudulia,2
22712,hugo humberto,1
22713,aureliana,2
22714,rodolfo enrique,1
22715,mireya elizabeth,2
22716,elsa fabiola,2
22717,mayra elisa,2
22718,reguera,3
22719,me marca,0
22720,ladron,3
22721,jose apolonio,1
22722,rene david,1
22723,ester,2
22724,evarista,2
22725,que hasta,0
22726,mario guillermo,1
22727,irma adriana,2
22728,florean,3
22729,toda la solicitud,0
22730,edith paulina,2
22731,jenny fabiola,2
22732,lidia karina,2
22733,jazmin adriana,2
22734,francisco heriberto,1
22735,jorge edmundo,1
22736,francia,3
22737,ricardo cesar,1
22738,maria edelmira,2
22739,no,0
22740,monita,3
22741,sabina,2
22742,puedo pagos,0
22743,ma clara,2
22744,rubicela,2
22745,soy de,0
22746,irma leonor,2
22747,ganancias a,0
22748,eric alejandro,1
22749,blanca irma,2
22750,angelica beatriz,2
22751,maria paloma,2
22752,luis raul,1
22753,fararoni,3
22754,ixtepan,3
22755,veronica isabel,2
22756,francisco felipe,1
22757,juan crisostomo,1
22758,los documentos,0
22759,cesar ramon,1
22760,ma rebeca,2
22761,zambada,3
22762,sedeño,3
22763,laura paola,2
22764,elvia,2
22765,carpio,3
22766,jeronimo,3
22767,victor alfredo,1
22768,mariela del carmen,2
22769,barredo,3
22770,erika estela,2
22771,maria elsa,2
22772,fortino,3
22773,elva lidia,2
22774,postal,0
22775,ermila,2
22776,luz emilia,2
22777,laura del socorro,2
22778,peraza,3
22779,rosa isabel,2
22780,luisa guadalupe,2
22781,patricia laura,2
22782,depositar,0
22783,hector moises,1
22784,de,0
22785,dolores gabriela,2
22786,nañez,3
22787,rutilia,2
22788,walterio,1
22789,irma antonia,2
22790,blanca sofia,2
22791,bastida,3
22792,oropeza,3
22793,quiero,0
22794,francisca margarita,2
22795,olga leticia,2
22796,ma hortencia,2
22797,carlos adrian,1
22798,respuesta,0
22799,que momento,0
22800,salatiel,1
22801,reyna marisol,2
22802,custodio,1
22803,linda maria,2
22804,herbey,1
22805,luis felipe de jesus,1
22806,prestamo,0
22807,publicacion,0
22808,silvia rebeca,2
22809,j angel,1
22810,eduwiges,2
22811,wilma,2
22812,pastelin,3
22813,carlos cesar,1
22814,barquin,3
22815,ma de los remedios,2
22816,angelica margarita,2
22817,quiero,0
22818,luz del ca,2
22819,susana alicia,2
22820,blanca berenice,2
22821,diana lourdes,2
22822,sau,3
22823,zuiga,3
22824,clara cristina,2
22825,tirso,1
22826,rocio fabiola,2
22827,los montos de,0
22828,lozornio,3
22829,huescas,3
22830,hilda beatriz,2
22831,fabiola,2
22832,hay,0
22833,rosa elda,2
22834,que,0
22835,cerino,3
22836,adriana esther,2
22837,francisco,2
22838,cecilia janeth,2
22839,recupero mi,0
22840,santa teresa,2
22841,verenice,2
22842,ballinas,3
22843,nelly adriana,2
22844,cunningham,3
22845,veronica cristina,2
22846,juan albino,1
22847,dolores alejandra,2
22848,hugo salvador,1
22849,martha lilia,2
22850,trejo,3
22851,rosas,3
22852,gladys isabel,2
22853,pagado a,0
22854,tecamachaltzi,3
22855,rocafuerte,3
22856,jose fausto,1
22857,eva patricia,2
22858,isabel reyna,2
22859,el,0
22860,hinojosa,3
22861,erik arturo,1
22862,karina esperanza,2
22863,credito,0
22864,tox,3
22865,gabriel angel,1
22866,que pueda marcar,0
22867,maria dorotea,2
22868,si cualquier,0
22869,marisol del carmen,2
22870,mayra berenice,2
22871,maria del refug,2
22872,j luis,1
22873,jorge alan,1
22874,guadalupe yolanda,2
22875,noceda,3
22876,carabantes,3
22877,a quien,0
22878,brenda dolores,2
22879,j socorro,1
22880,ma elida,2
22881,neave,3
22882,eufemia,2
22883,galindez,3
22884,isaguirre,3
22885,jenifer,2
22886,dan prestamo,0
22887,hilda gabriela,2
22888,carminia,2
22889,candanosa,3
22890,castilleja,3
22891,goytortua,3
22892,osbelia,2
22893,josafat,2
22894,ignacio,1
22895,gavilan,3
22896,decaro,3
22897,prisco,1
22898,brenda edith,2
22899,cuan,3
22900,ismari,2
22901,ma de los dolores,2
22902,zilli,3
22903,entregar un credito,0
22904,wendy janet,2
22905,garcia,3
22906,victorino,3
22907,rosa veronica,2
22908,angel alejandro,1
22909,gestion la realizan,0
22910,alma beatriz,2
22911,herverth,3
22912,ignacio,3
22913,ana lila,2
22914,rabindranath,1
22915,irma amalia,2
22916,prestamo para,0
22917,edgar fabricio,1
22918,orduña,3
22919,miriam yadira,2
22920,ma elsa,2
22921,su url,0
22922,gil,1
22923,miqueas,1
22924,kala,3
22925,que tasa de,0
22926,jose de jesu,1
22927,montaño,3
22928,herrero,3
22929,gabriela yazmin,2
22930,veronica del rocio,2
22931,jorge de jesus,1
22932,almadelia,2
22933,quino,3
22934,yolanda isela,2
22935,potenciano,3
22936,texcalpa,3
22937,datos y me,0
22938,francisco omar,1
22939,banco,0
22940,francisco ricardo,1
22941,ma elba,2
22942,manuela antonia,2
22943,se,0
22944,patricia leonor,2
22945,algo para poder,0
22946,torcuato,3
22947,karina yanet,2
22948,blanca norma,2
22949,jesus abel,1
22950,tania patricia,2
22951,pedro antonio,1
22952,carlos alberto,2
22953,tixteco,3
22954,jose lucas,1
22955,saber que requisitos,0
22956,cuenta,0
22957,berrelleza,3
22958,guadalupe alberto,1
22959,zayuri,2
22960,edgar rogelio,1
22961,jose ines,1
22962,aldo sergio,1
22963,aspeitia,3
22964,molotla,3
22965,natividad,2
22966,moss,3
22967,irving omar,1
22968,veronica yaneth,2
22969,gonsalez,3
22970,edgar horacio,1
22971,quechol,3
22972,raul,1
22973,teresita,2
22974,guillermo luis,1
22975,orduñez,3
22976,cynthia karina,2
22977,ma de la luz,2
22978,alejandra araceli,2
22979,jessica gabriela,2
22980,asunciona,2
22981,andres martin,1
22982,hoyo,3
22983,elicerio,3
22984,urcino,3
22985,pericles,1
22986,brenda aracely,2
22987,correo,3
22988,edwiges,2
22989,solicitar un,0
22990,andrade,3
22991,pongo todos,0
22992,quintil,1
22993,a,0
22994,sergio ignacio,1
22995,luis gregorio,1
22996,aldazaba,3
22997,absalon,3
22998,diana yuridia,2
22999,maria idolina,2
23000,mendicuti,3
23001,edna berenice,2
23002,un credito para,0
23003,marisela,2
23004,ma de los,2
23005,oscar abraham,1
23006,ayanegui,3
23007,diana yazmin,2
23008,ma carmen,2
23009,fidel armando,1
23010,milacatl,3
23011,rosa patricia,2
23012,lorenzo,3
23013,ma cristina,2
23014,pool,3
23015,jose rodrigo,1
23016,confesor,3
23017,juana maria,2
23018,silvia beatriz,2
23019,venus,2
23020,los,0
23021,monica catalina,2
23022,miriam susana,2
23023,irma lourdes,2
23024,gradilla,3
23025,ana eugenia,2
23026,ignacia,2
23027,m de jesus,2
23028,que necesito para,0
23029,ladron de guevara,3
23030,bajio,3
23031,janneth,2
23032,de mi,0
23033,guadalupe maribel,2
23034,mayra teresa,2
23035,favian,1
23036,mauro,1
23037,huelitl,3
23038,karina isabel,2
23039,irma yadira,2
23040,cesilio,1
23041,carreola,3
23042,irene angelica,2
23043,luz virginia,2
23044,mian,3
23045,ramon adrian,1
23046,florida,2
23047,acepta,0
23048,gallaga,3
23049,petra laura,2
23050,olga lilia,2
23051,luis guadalupe,1
23052,claudia rosa,2
23053,alma alicia,2
23054,antonino,3
23055,zapata,3
23056,iran,2
23057,verulo,1
23058,anote,0
23059,maria eusebia,2
23060,eruvey,1
23061,dittrich,3
23062,ambros,3
23063,financiamiento para,0
23064,wilberth antonio,1
23065,yazmin lizeth,2
23066,mayren,2
23067,mohedano,3
23068,dominga,2
23069,texcahua,3
23070,romualda,2
23071,hurtado,3
23072,que,0
23073,aldaiz,3
23074,puedo solicitar,0
23075,cardeño,3
23076,pablo david,1
23077,iturbide,3
23078,coreño,3
23079,clemente,1
23080,jose fortino,1
23081,persona a quien,0
23082,alba rosario,2
23083,raciel,1
23084,josue ruben,1
23085,tique,3
23086,dacia,2
23087,victor roberto,1
23088,huitzil,3
23089,silvia alejandra,2
23090,gordoa,3
23091,coache,3
23092,joel rolando,1
23093,nuvia,2
23094,perla jaqueline,2
23095,malaquias,1
23096,mireya del carmen,2
23097,granado,3
23098,servicio,0
23099,palapa,3
23100,alma lydia,2
23101,coheto,3
23102,martha cielo,2
23103,beiza,3
23104,omar alexander,1
23105,viscarra,3
23106,cecilia ivonne,2
23107,muratalla,3
23108,quiero informacion de,0
23109,ma ramona,2
23110,sergio juan,1
23111,hector ivan,1
23112,german enrique,1
23113,de,0
23114,contraseña lo,0
23115,bertha lidia,2
23116,elizabeht,2
23117,credito,0
23118,aramburu,3
23119,juana delia,2
23120,hay,0
23121,rocio de jesus,2
23122,martha paola,2
23123,rumualdo,3
23124,sanjuan,3
23125,ana maribel,2
23126,edgar orlando,1
23127,nadine,2
23128,marlon,1
23129,alva,2
23130,dioseline,2
23131,christian adrian,1
23132,cliente,0
23133,pedro israel,1
23134,marcel,1
23135,auristela,2
23136,segundo,3
23137,necesito urgente,0
23138,neri,2
23139,de,0
23140,ma hilda,2
23141,jose ramiro,1
23142,brenda ivonne,2
23143,jose santos,1
23144,graciela adriana,2
23145,hay algun correo,0
23146,tengo,0
23147,enrrique,1
23148,obtenidas,0
23149,margarita de jesus,2
23150,alcantar,3
23151,credito,0
23152,puede cancelar,0
23153,veronica rocio,2
23154,nequiz,3
23155,rosa luz,2
23156,jacqueline guadalupe,2
23157,tacu,3
23158,acerca,0
23159,bazua,3
23160,gladys margarita,2
23161,liudmila,2
23162,laura veronica,2
23163,abraham de jesus,1
23164,raul humberto,1
23165,maria lydia,2
23166,susana laura,2
23167,barboza,3
23168,martha deyanira,2
23169,lissete,2
23170,carmen yolanda,2
23171,martin israel,1
23172,trinidad,1
23173,ambrosio,1
23174,roberto adrian,1
23175,tania isabel,2
23176,arriola,3
23177,lunagomez,3
23178,ma guadalupe,2
23179,anual o,0
23180,gilma,2
23181,mayra graciela,2
23182,atrisco,3
23183,obdulia guadalupe,2
23184,ana yesenia,2
23185,rosemberg,1
23186,felipa neri,2
23187,del real,3
23188,luis roberto,1
23189,fausto,1
23190,emma graciela,2
23191,cimental,3
23192,orbelin,1
23193,luz amelia,2
23194,patatuchi,3
23195,josias,1
23196,prestadero,0
23197,fondea mi credito,0
23198,laura diana,2
23199,ruth patricia,2
23200,sandra paulina,2
23201,grifaldo,3
23202,luis jesus,1
23203,con,0
23204,maria rosalba,2
23205,llamar,0
23206,adalid,1
23207,ana blanca,2
23208,pagola,3
23209,eduardo federico,1
23210,julia teresa,2
23211,lucio,1
23212,pedro celestino,1
23213,payan,3
23214,esteban de jesus,1
23215,xoxocotla,3
23216,pompilio,1
23217,inzunza,3
23218,luz amalia,2
23219,montaño,3
23220,maritza isabel,2
23221,rosa lydia,2
23222,neyra,2
23223,maria nely,2
23224,trillo,3
23225,yari,2
23226,ma enedina,2
23227,norma yadira,2
23228,cristina concepcion,2
23229,eliana,2
23230,hiram,1
23231,nangullasmu,3
23232,marta alicia,2
23233,solo manejo la,0
23234,martha a,2
23235,o,1
23236,claudia monica,2
23237,reyna cecilia,2
23238,dulce maria de jesus,2
23239,blanca vianey,2
23240,fernando javier,1
23241,tengo nada,0
23242,guadalupe yadira,2
23243,trinidad,2
23244,todo capital puedo,0
23245,jose omar,1
23246,maria lucero,2
23247,irma araceli,2
23248,esperanza elizabeth,2
23249,mario gilberto,1
23250,noemi,2
23251,sara elizabeth,2
23252,luvian,3
23253,juana virginia,2
23254,nadamas gracias y,0
23255,si pierdo,0
23256,araceli guadalupe,2
23257,jose franci,1
23258,gracian,3
23259,elvia luz,2
23260,valdes,3
23261,al momento de,0
23262,souberbielle,3
23263,prestamo y se,0
23264,julia magdalena,2
23265,toda,0
23266,chew,3
23267,j felix,1
23268,maritere,2
23269,nestor eduardo,1
23270,ana rosario,2
23271,jahzeel,2
23272,ayuda,0
23273,zañudo,3
23274,calera,3
23275,marcos francisco,1
23276,nabte,3
23277,tamariz,3
23278,christian alejandro,1
23279,oscar osvaldo,1
23280,juana silvia,2
23281,camarena,3
23282,toledano,3
23283,erick roberto,1
23284,karla mariana,2
23285,jenny maria,2
23286,mayorquin,3
23287,lamas,3
23288,amadeo,1
23289,alba lucia,2
23290,tetumo,3
